filename,width,height,class,xmin,ymin,xmax,ymax
ASG000cz8r.jpg,2048,1536,Wildebeest,1855,894,2048,1066
ASG000bw76.jpg,2048,1536,Reedbuck,1,1,1482,1536
ASG000cki6.jpg,2048,1536,Wildebeest,1,1,2048,1536
ASG000b5vt.jpg,2048,1536,Mongoose,975,1269,1259,1536
ASG000b5vt.jpg,2048,1536,Mongoose,290,1430,552,1536
ASG000ceee.jpg,2048,1536,Wildebeest,1678,220,2048,1255
ASG000doyf.jpg,2048,1536,Human,1,1,2048,1536
ASG000dofm.jpg,2048,1536,Zebra,1312,569,2048,1164
ASG000dofm.jpg,2048,1536,Zebra,267,659,383,894
ASG000dofm.jpg,2048,1536,Zebra,406,724,545,871
ASG000f0ra.jpg,2048,1536,Baboon,1918,933,2048,1369
ASG000byj6.jpg,2048,1536,Zebra,843,584,1150,1001
ASG000byj6.jpg,2048,1536,Wildebeest,668,659,949,782
ASG000byj6.jpg,2048,1536,Wildebeest,1,1,813,1224
ASG000byj6.jpg,2048,1536,Wildebeest,713,135,2048,1536
ASG000bi3a.jpg,2048,1536,Zebra,1,189,543,1536
ASG000e6j1.jpg,2048,1536,Wildebeest,85,1034,562,1436
ASG000e6j1.jpg,2048,1536,Wildebeest,1847,574,2048,1456
ASG000e6j1.jpg,2048,1536,Wildebeest,1,1,2048,1536
ASG000copu.jpg,2048,1536,Hartebeest,1434,1,2048,1453
ASG000d9pm.jpg,2048,1536,Zebra,269,757,356,900
ASG000d9pm.jpg,2048,1536,Zebra,1,701,336,1007
ASG000d9pm.jpg,2048,1536,Zebra,990,728,1102,817
ASG000d9pm.jpg,2048,1536,Zebra,1150,737,1266,811
ASG000d9pm.jpg,2048,1536,Zebra,1221,733,1376,804
ASG000d9pm.jpg,2048,1536,Zebra,1342,735,1429,790
ASG000d9pm.jpg,2048,1536,Zebra,1492,717,1587,781
ASG000d9pm.jpg,2048,1536,Zebra,1429,719,1509,782
ASG000d9pm.jpg,2048,1536,Zebra,1944,689,2048,746
ASG000d9pm.jpg,2048,1536,Wildebeest,1681,707,1841,787
ASG000d9pm.jpg,2048,1536,Wildebeest,1803,697,1957,773
ASG000cpbo.jpg,2048,1536,Hartebeest,1,660,1329,1536
ASG000c986.jpg,2048,1536,Zebra,1987,757,2048,940
ASG000c986.jpg,2048,1536,Zebra,1808,746,2048,870
ASG000c986.jpg,2048,1536,Zebra,1724,749,1827,820
ASG000c986.jpg,2048,1536,Zebra,1806,767,1883,809
ASG000c986.jpg,2048,1536,Zebra,1641,751,1709,823
ASG000c986.jpg,2048,1536,Zebra,1412,729,1685,890
ASG000c986.jpg,2048,1536,Zebra,1393,743,1453,796
ASG000c986.jpg,2048,1536,Zebra,1174,737,1336,895
ASG000c986.jpg,2048,1536,Zebra,993,709,1243,840
ASG000c986.jpg,2048,1536,Zebra,747,695,929,853
ASG000c986.jpg,2048,1536,Zebra,847,724,1009,818
ASG000c986.jpg,2048,1536,Zebra,973,722,1043,778
ASG000c986.jpg,2048,1536,Zebra,937,714,982,772
ASG000c986.jpg,2048,1536,Zebra,717,730,795,772
ASG000c986.jpg,2048,1536,Zebra,684,737,746,778
ASG000c986.jpg,2048,1536,Zebra,564,712,673,794
ASG000c986.jpg,2048,1536,Zebra,97,698,212,757
ASG000c986.jpg,2048,1536,Zebra,336,717,444,778
ASG000c986.jpg,2048,1536,Zebra,426,711,503,783
ASG000c986.jpg,2048,1536,Zebra,492,697,562,777
ASG000c986.jpg,2048,1536,OtherBird,76,405,105,433
ASG000f7rf.jpg,2048,1536,Buffalo,1242,586,1973,862
ASG000bk0g.jpg,2048,1536,Zebra,497,656,812,802
ASG000cy60.jpg,2048,1536,Wildebeest,1,1109,522,1502
ASG000cy60.jpg,2048,1536,Wildebeest,1242,1131,2048,1462
ASG000cy60.jpg,2048,1536,Wildebeest,1289,671,2048,1293
ASG000cy60.jpg,2048,1536,Wildebeest,1,227,1589,1142
ASG000cy60.jpg,2048,1536,Wildebeest,918,787,1547,1134
ASG000cy60.jpg,2048,1536,Wildebeest,1,1,2048,1411
ASG000fbzg.jpg,2048,1536,Elephant,1687,1,2047,465
ASG000cz2a.jpg,2048,1536,Hartebeest,1940,878,2048,991
ASG000cz2a.jpg,2048,1536,Hartebeest,214,906,308,1009
ASG000cz2a.jpg,2048,1536,Hartebeest,188,985,264,1055
ASG000cz2a.jpg,2048,1536,Hartebeest,361,989,520,1095
ASG000co05.jpg,2048,1536,Hartebeest,1456,1,2048,1453
ASG000co05.jpg,2048,1536,Hartebeest,1,288,187,1455
ASG000bpa8.jpg,2048,1536,Buffalo,537,658,1115,1013
ASG000ete4.jpg,2048,1536,Zebra,1252,792,1512,977
ASG000c7ul.jpg,2048,1536,Buffalo,1,299,978,1042
ASG000c7ul.jpg,2048,1536,Buffalo,1434,404,2048,1286
ASG000c7ul.jpg,2048,1536,Buffalo,697,527,1867,1244
ASG000ck49.jpg,2048,1536,Impala,1647,758,1987,1220
ASG000ck49.jpg,2048,1536,Impala,987,709,1360,1158
ASG000ck49.jpg,2048,1536,Impala,1354,913,1451,992
ASG000ck49.jpg,2048,1536,Impala,428,914,552,1012
ASG000ck49.jpg,2048,1536,Impala,566,915,677,1001
ASG000cybq.jpg,2048,1536,Wildebeest,150,590,251,642
ASG000cybq.jpg,2048,1536,Wildebeest,246,626,286,667
ASG000cybq.jpg,2048,1536,Wildebeest,1000,460,1538,1340
ASG000cybq.jpg,2048,1536,Wildebeest,351,1,2048,1300
ASG000dhih.jpg,2048,1536,Wildebeest,1894,867,2048,1453
ASG000dhih.jpg,2048,1536,Wildebeest,192,464,1182,1536
ASG000dhih.jpg,2048,1536,Wildebeest,1085,572,1290,1129
ASG000dhih.jpg,2048,1536,Wildebeest,15,419,719,1414
ASG000dhih.jpg,2048,1536,Wildebeest,1,1,2048,1536
ASG000cz6v.jpg,2048,1536,Hartebeest,1914,952,2018,1078
ASG000c06h.jpg,2048,1536,Wildebeest,169,648,217,681
ASG000c06h.jpg,2048,1536,Wildebeest,1,516,231,1007
ASG000c06h.jpg,2048,1536,Wildebeest,14,795,507,1154
ASG000c06h.jpg,2048,1536,Wildebeest,1662,1060,2048,1417
ASG000c06h.jpg,2048,1536,Wildebeest,1456,934,2047,1221
ASG000c06h.jpg,2048,1536,Wildebeest,1362,492,2047,1068
ASG000c06h.jpg,2048,1536,Wildebeest,1249,543,1447,984
ASG000c06h.jpg,2048,1536,Wildebeest,156,368,1332,1132
ASG000c06h.jpg,2048,1536,Wildebeest,1028,520,1179,952
ASG000bhsc.jpg,2048,1536,Zebra,1,773,28,870
ASG000bhsc.jpg,2048,1536,Zebra,552,832,635,903
ASG000bhsc.jpg,2048,1536,Zebra,355,850,429,897
ASG000bhsc.jpg,2048,1536,Zebra,642,833,787,913
ASG000bhsc.jpg,2048,1536,Zebra,730,843,828,901
ASG000bhsc.jpg,2048,1536,Zebra,813,855,884,899
ASG000bhsc.jpg,2048,1536,Zebra,1232,852,1338,924
ASG000bhsc.jpg,2048,1536,Zebra,1642,825,1834,949
ASG000d7mq.jpg,2048,1536,GazelleThomsons,1987,875,2029,900
ASG000d7mq.jpg,2048,1536,GazelleThomsons,1577,863,1645,904
ASG000d7mq.jpg,2048,1536,GazelleThomsons,1546,865,1605,906
ASG000d7mq.jpg,2048,1536,GazelleThomsons,635,900,1032,1176
ASG000bkjq.jpg,2048,1536,Buffalo,191,646,1226,1279
ASG000bkjq.jpg,2048,1536,Buffalo,1,456,980,1436
ASG000bkjq.jpg,2048,1536,Buffalo,1208,660,1956,1260
ASG000cruw.jpg,2048,1536,Wildebeest,1295,794,1371,860
ASG000cruw.jpg,2048,1536,Wildebeest,1227,788,1261,820
ASG000cruw.jpg,2048,1536,Wildebeest,1182,795,1233,823
ASG000cruw.jpg,2048,1536,Wildebeest,1134,796,1165,826
ASG000cruw.jpg,2048,1536,Wildebeest,1088,813,1137,877
ASG000cruw.jpg,2048,1536,Wildebeest,1041,812,1088,855
ASG000cruw.jpg,2048,1536,Wildebeest,931,816,960,847
ASG000cruw.jpg,2048,1536,Wildebeest,756,828,809,872
ASG000cruw.jpg,2048,1536,Wildebeest,781,831,830,875
ASG000cruw.jpg,2048,1536,Wildebeest,695,834,741,874
ASG000cruw.jpg,2048,1536,Wildebeest,731,836,769,886
ASG000cruw.jpg,2048,1536,Wildebeest,814,835,870,928
ASG000cruw.jpg,2048,1536,Wildebeest,296,871,330,924
ASG000cruw.jpg,2048,1536,Wildebeest,222,872,305,948
ASG000cruw.jpg,2048,1536,Wildebeest,217,880,256,919
ASG000cruw.jpg,2048,1536,Wildebeest,185,879,225,914
ASG000cruw.jpg,2048,1536,Wildebeest,161,879,205,908
ASG000cruw.jpg,2048,1536,Wildebeest,126,881,193,933
ASG000cruw.jpg,2048,1536,Wildebeest,85,884,145,931
ASG000cruw.jpg,2048,1536,Wildebeest,76,888,111,917
ASG000cruw.jpg,2048,1536,Wildebeest,1,894,75,946
ASG000cruw.jpg,2048,1536,Wildebeest,1,899,98,993
ASG000cruw.jpg,2048,1536,Wildebeest,424,774,573,1003
ASG000cruw.jpg,2048,1536,Wildebeest,1298,545,2048,1449
ASG000eb7g.jpg,2048,1536,Wildebeest,1991,785,2048,845
ASG000eb7g.jpg,2048,1536,Wildebeest,1586,717,1888,885
ASG000eb7g.jpg,2048,1536,Wildebeest,1300,696,1622,897
ASG000eb7g.jpg,2048,1536,Wildebeest,950,716,1120,900
ASG000eb7g.jpg,2048,1536,Wildebeest,896,745,1047,880
ASG000eb7g.jpg,2048,1536,Wildebeest,830,761,961,879
ASG000eb7g.jpg,2048,1536,Wildebeest,770,804,862,846
ASG000eb7g.jpg,2048,1536,Wildebeest,747,807,803,848
ASG000eb7g.jpg,2048,1536,Wildebeest,651,773,724,868
ASG000eb7g.jpg,2048,1536,Wildebeest,576,775,688,869
ASG000eb7g.jpg,2048,1536,Zebra,353,769,603,879
ASG000eb7g.jpg,2048,1536,Wildebeest,387,811,427,853
ASG000eb7g.jpg,2048,1536,Wildebeest,304,818,341,845
ASG000eb7g.jpg,2048,1536,Zebra,117,780,288,872
ASG000eb7g.jpg,2048,1536,Wildebeest,1,792,40,869
ASG000e3yz.jpg,2048,1536,Wildebeest,1644,505,2048,868
ASG000e3yz.jpg,2048,1536,Wildebeest,1183,603,1535,803
ASG000e3yz.jpg,2048,1536,Wildebeest,33,583,419,879
ASG000e3yz.jpg,2048,1536,Wildebeest,524,609,726,750
ASG000e3yz.jpg,2048,1536,Wildebeest,733,693,803,731
ASG000e3yz.jpg,2048,1536,Wildebeest,773,689,850,729
ASG000e3yz.jpg,2048,1536,Wildebeest,857,677,980,748
ASG000e3yz.jpg,2048,1536,Wildebeest,1019,701,1060,724
ASG000din7.jpg,2048,1536,Human,662,1,1614,1357
ASG000ef1s.jpg,2048,1536,Giraffe,1435,140,1847,866
ASG000ef1s.jpg,2048,1536,Giraffe,1667,1,2048,1393
ASG000c9bm.jpg,2048,1536,Zebra,854,664,1184,910
ASG000c9bm.jpg,2048,1536,Zebra,235,708,263,758
ASG000c9bm.jpg,2048,1536,Zebra,380,729,421,756
ASG000c9bm.jpg,2048,1536,Zebra,1,668,23,751
ASG000c9bm.jpg,2048,1536,Wildebeest,5,691,63,748
ASG000c9bm.jpg,2048,1536,Wildebeest,79,687,169,761
ASG000c9bm.jpg,2048,1536,Wildebeest,199,706,241,758
ASG000c9bm.jpg,2048,1536,Wildebeest,353,721,386,752
ASG000ceyd.jpg,2048,1536,Zebra,1963,718,2046,759
ASG000ceyd.jpg,2048,1536,Wildebeest,1562,733,1631,766
ASG000ceyd.jpg,2048,1536,Zebra,1410,714,1508,783
ASG000ceyd.jpg,2048,1536,Zebra,1454,708,1541,784
ASG000ceyd.jpg,2048,1536,Zebra,1480,708,1567,782
ASG000ceyd.jpg,2048,1536,Zebra,1222,652,1408,952
ASG000ceyd.jpg,2048,1536,Zebra,642,750,711,801
ASG000ceyd.jpg,2048,1536,Zebra,531,745,656,803
ASG000ceyd.jpg,2048,1536,Zebra,402,730,543,813
ASG000ceyd.jpg,2048,1536,Zebra,124,736,248,808
ASG000c7cs.jpg,2048,1536,Wildebeest,1110,101,2047,1386
ASG000c7cs.jpg,2048,1536,Wildebeest,1,1,1943,1536
ASG000cky3.jpg,2048,1536,Zebra,1944,619,2048,688
ASG000cky3.jpg,2048,1536,Zebra,54,577,240,679
ASG000cky3.jpg,2048,1536,Zebra,111,605,210,679
ASG000cky3.jpg,2048,1536,Zebra,1,1,214,1460
ASG000eblb.jpg,2048,1536,Giraffe,1976,1,2048,874
ASG000bv82.jpg,2048,1536,Hartebeest,1238,680,1886,1200
ASG000bzi3.jpg,2048,1536,Wildebeest,467,336,1436,1296
ASG000bzi3.jpg,2048,1536,Wildebeest,1,1,1688,1536
ASG000bzi3.jpg,2048,1536,Wildebeest,1438,438,2048,1092
ASG000bo5s.jpg,2048,1536,Zebra,1,684,515,1003
ASG000bo5s.jpg,2048,1536,Zebra,480,839,528,873
ASG000bo5s.jpg,2048,1536,Zebra,542,798,632,903
ASG000bo5s.jpg,2048,1536,Zebra,806,833,835,867
ASG000bo5s.jpg,2048,1536,Wildebeest,837,818,948,883
ASG000bo5s.jpg,2048,1536,Zebra,967,804,1202,929
ASG000bo5s.jpg,2048,1536,Zebra,1353,791,1510,891
ASG000bkj0.jpg,2048,1536,Buffalo,1,658,130,981
ASG000dubd.jpg,2048,1536,Wildebeest,1,569,299,1137
ASG000dubd.jpg,2048,1536,Wildebeest,637,154,2048,1536
ASG000f05k.jpg,2048,1536,Zebra,273,843,1107,1321
ASG000f0c8.jpg,2048,1536,Zebra,1543,1187,1628,1228
ASG000dqmw.jpg,2048,1536,OtherBird,1456,641,1516,714
ASG000cynp.jpg,2048,1536,Wildebeest,94,980,265,1064
ASG000cynp.jpg,2048,1536,Wildebeest,476,988,618,1061
ASG000cynp.jpg,2048,1536,Wildebeest,819,989,937,1058
ASG000ckbc.jpg,2048,1536,Wildebeest,1919,954,1960,986
ASG000ckbc.jpg,2048,1536,Wildebeest,1866,948,1909,979
ASG000ckbc.jpg,2048,1536,Wildebeest,1814,952,1866,980
ASG000ckbc.jpg,2048,1536,Wildebeest,1593,953,1640,989
ASG000ckbc.jpg,2048,1536,Wildebeest,1585,941,1625,978
ASG000ckbc.jpg,2048,1536,Wildebeest,1502,949,1568,983
ASG000ckbc.jpg,2048,1536,Wildebeest,1556,949,1596,990
ASG000ckbc.jpg,2048,1536,Wildebeest,1480,939,1535,979
ASG000ckbc.jpg,2048,1536,Wildebeest,1445,939,1511,985
ASG000ckbc.jpg,2048,1536,Wildebeest,1438,942,1471,977
ASG000ckbc.jpg,2048,1536,Wildebeest,1395,942,1440,978
ASG000ckbc.jpg,2048,1536,Wildebeest,1396,946,1454,990
ASG000ckbc.jpg,2048,1536,Wildebeest,1364,936,1412,974
ASG000ckbc.jpg,2048,1536,Wildebeest,1320,938,1373,980
ASG000ckbc.jpg,2048,1536,Wildebeest,1241,933,1304,975
ASG000ckbc.jpg,2048,1536,Wildebeest,1216,941,1251,972
ASG000ckbc.jpg,2048,1536,Wildebeest,1162,934,1218,971
ASG000ckbc.jpg,2048,1536,Wildebeest,1017,927,1085,970
ASG000ckbc.jpg,2048,1536,Wildebeest,1087,935,1139,969
ASG000ckbc.jpg,2048,1536,Wildebeest,890,914,1009,969
ASG000ckbc.jpg,2048,1536,Wildebeest,789,928,829,978
ASG000ckbc.jpg,2048,1536,Wildebeest,831,937,871,978
ASG000ckbc.jpg,2048,1536,Wildebeest,582,891,764,994
ASG000ckbc.jpg,2048,1536,Wildebeest,571,938,627,973
ASG000ckbc.jpg,2048,1536,Wildebeest,586,894,700,980
ASG000ckbc.jpg,2048,1536,Wildebeest,416,913,576,1003
ASG000ckbc.jpg,2048,1536,Wildebeest,349,877,540,1005
ASG000ckbc.jpg,2048,1536,Wildebeest,217,913,349,992
ASG000ckbc.jpg,2048,1536,Wildebeest,80,896,265,999
ASG000bfpb.jpg,2048,1536,Wildebeest,1227,588,1808,1273
ASG000bfpb.jpg,2048,1536,Wildebeest,1,76,772,1438
ASG000bfpb.jpg,2048,1536,Wildebeest,1,1,670,1536
ASG000bfpb.jpg,2048,1536,Wildebeest,166,1,1798,1536
ASG000bfpb.jpg,2048,1536,Wildebeest,1085,1,2047,1536
ASG000e9x0.jpg,2048,1536,Impala,703,658,1031,864
ASG000e9x0.jpg,2048,1536,Impala,1,598,156,855
ASG000e9x0.jpg,2048,1536,Impala,66,534,226,835
ASG000e9x0.jpg,2048,1536,Impala,169,565,353,837
ASG000e9x0.jpg,2048,1536,Impala,238,588,449,826
ASG000b8o3.jpg,2048,1536,Impala,441,801,625,1251
ASG000b8o3.jpg,2048,1536,Impala,1497,699,1954,1106
ASG000b8o3.jpg,2048,1536,Impala,778,780,845,871
ASG000ccix.jpg,2048,1536,Topi,130,257,1143,1086
ASG000ccix.jpg,2048,1536,Topi,695,684,912,936
ASG000cywl.jpg,2048,1536,Hartebeest,1378,445,2048,1453
ASG000bhwp.jpg,2048,1536,Buffalo,1923,749,2048,990
ASG000bhwp.jpg,2048,1536,Buffalo,1557,860,1625,915
ASG000bhwp.jpg,2048,1536,Buffalo,1478,870,1580,916
ASG000bhwp.jpg,2048,1536,Buffalo,1222,860,1321,907
ASG000bhwp.jpg,2048,1536,Buffalo,1174,860,1218,904
ASG000bhwp.jpg,2048,1536,Buffalo,1008,862,1197,933
ASG000bhwp.jpg,2048,1536,Buffalo,929,868,1097,933
ASG000bhwp.jpg,2048,1536,Buffalo,777,868,891,924
ASG000bhwp.jpg,2048,1536,Buffalo,827,793,984,908
ASG000bhwp.jpg,2048,1536,Buffalo,786,815,904,894
ASG000bhwp.jpg,2048,1536,Buffalo,670,847,757,888
ASG000bhwp.jpg,2048,1536,Buffalo,463,835,526,885
ASG000bhwp.jpg,2048,1536,Buffalo,380,852,421,882
ASG000bhwp.jpg,2048,1536,Buffalo,105,807,316,878
ASG000d97i.jpg,2048,1536,Impala,1,254,924,1130
ASG000ekdq.jpg,2048,1536,Buffalo,1801,706,1843,747
ASG000ekdq.jpg,2048,1536,Buffalo,1576,710,1649,752
ASG000ekdq.jpg,2048,1536,Buffalo,1453,692,1579,748
ASG000ekdq.jpg,2048,1536,Buffalo,1285,687,1357,750
ASG000ekdq.jpg,2048,1536,Buffalo,1318,690,1423,744
ASG000ekdq.jpg,2048,1536,Buffalo,1163,684,1280,746
ASG000ekdq.jpg,2048,1536,Buffalo,1009,698,1119,750
ASG000ekdq.jpg,2048,1536,Buffalo,1043,728,2048,1536
ASG000c04f.jpg,2048,1536,GazelleThomsons,5,1005,337,1262
ASG000c04f.jpg,2048,1536,GazelleThomsons,170,739,329,884
ASG000c04f.jpg,2048,1536,GazelleThomsons,92,683,496,1061
ASG000c04f.jpg,2048,1536,GazelleThomsons,426,741,624,899
ASG000c04f.jpg,2048,1536,GazelleThomsons,511,953,921,1126
ASG000c04f.jpg,2048,1536,GazelleThomsons,820,708,1259,1171
ASG000c04f.jpg,2048,1536,GazelleThomsons,1056,711,1281,983
ASG000c04f.jpg,2048,1536,GazelleThomsons,937,756,1087,875
ASG000c04f.jpg,2048,1536,GazelleThomsons,727,736,806,858
ASG000c04f.jpg,2048,1536,GazelleThomsons,737,661,772,692
ASG000c04f.jpg,2048,1536,GazelleThomsons,1077,700,1134,762
ASG000c04f.jpg,2048,1536,GazelleThomsons,1465,762,1660,957
ASG000c04f.jpg,2048,1536,GazelleThomsons,1652,833,1897,1122
ASG000c04f.jpg,2048,1536,GazelleThomsons,1842,795,2048,1013
ASG000cex6.jpg,2048,1536,Zebra,1985,715,2023,760
ASG000cex6.jpg,2048,1536,Zebra,1762,729,1865,769
ASG000cex6.jpg,2048,1536,Zebra,1537,717,1577,771
